iso3,country,hdicode,region,hdi_rank_2021,hdi_1990,hdi_2021,le_1990,le_2021,eys_1990,eys_2021,mys_1990,mys_2021,gnipc_1990,gnipc_2021,gdi_group_2021,gdi_1990,gdi_2021,hdi_f_1990,hdi_f_2021,le_f_1990,le_f_2021,eys_f_1990,eys_f_2021,mys_f_1990,mys_f_2021,gni_pc_f_1990,gni_pc_f_2021,hdi_m_1990,hdi_m_2021,le_m_1990,le_m_2021,eys_m_1990,eys_m_2021,mys_m_1990,mys_m_2021,gni_pc_m_1990,gni_pc_m_2021,ihdi_2010,ihdi_2021,coef_ineq_2010,coef_ineq_2021,loss_2010,loss_2021,ineq_le_2010,ineq_le_2021,ineq_edu_2010,ineq_edu_2021,ineq_inc_2010,ineq_inc_2021,gii_rank_2021,gii_1990,gii_2021,mmr_1990,mmr_2021,abr_1990,abr_2021,se_f_1990,se_f_2021,se_m_1990,se_m_2021,pr_f_1990,pr_f_2021,pr_m_1990,pr_m_2021,lfpr_f_1990,lfpr_f_2021,lfpr_m_1990,lfpr_m_2021,rankdiff_hdi_phdi_2021,phdi_1990,phdi_2021,diff_hdi_phdi_1990,diff_hdi_phdi_2021,co2_prod_1990,co2_prod_2021,mf_1990,mf_2021,pop
COL,Colombia,High,LAC,88,0.61,0.752,68.644,72.8296,8.941541632,14.44274998,6.340998417,8.862859726,7932.945509,14384.35666,1,0.951,0.984,0.594451133,0.743729498,73.0668,76.4421,9.471798014,14.68078995,5.665461222,9.016329765,5220.436103,10280.75598,0.625304553,0.755726924,64.5393,69.4041,8.827900517,14.21420002,7.016535612,8.697070122,10651.82678,18598.73316,0.543,0.589,24.03794985,20.57743344,25.20661157,21.67553191,11.82920456,9.370814323,18.47595,14.64929,41.808695,37.712196,102,0.529,0.424,121,83,94.916,59.034,42.47498856,58.85783005,42.83501537,56.54455185,9.811320755,19.63636364,90.18867925,80.36363636,51.198,52.182,83.247,77.998,28,0.58,0.711,4.918032787,5.45212766,1.718830031,1.751176049,7.88,9.09,51049
COM,Comoros,Medium,SSA,156,,0.558,55.8404,63.4174,8.155587341,11.92432393,,5.078649,3055.134915,3142.064119,5,,0.891,,0.521857496,56.8734,65.8272,7.455911914,12.1795523,,3.953311349,1874.105918,2013.580489,,0.585432331,54.9616,61.2453,8.855262768,11.70042118,,6.031009312,4239.153693,4260.210455,,0.31,,43.06900853,,44.44444444,32.05078888,25.57926559,,47.61438,,56.01338,,,,592,273,99.741,58.173,,,,,0,16.66666667,100,83.33333333,31.223,32.119,53.508,54.534,,,,,,0.160235572,0.29721677,,,758
CPV,Cabo Verde,Medium,SSA,128,,0.662,65.0227,74.0518,,12.55461444,,6.287719287,2847.479104,6230.200199,1,,0.981,,0.653226941,66.5781,78.4572,,12.83086562,,6.025999125,1691.239757,4681.791749,,0.666122007,63.1678,69.5891,,12.28982854,,6.573896076,4105.044162,7795.748187,,,,,,,14.96778393,8.794361115,,27.38759118,28.04,,84,,0.349,323,58,123.42,55.228,,28.77587928,,31.23702564,11.11111111,38.88888889,88.88888889,61.11111111,41.177,46.91,84.883,61.705,,,,,,0.281887853,0.98910586,,,563
CRI,Costa Rica,Very High,LAC,58,0.66,0.809,76.6301,77.0232,9.794050217,16.54577065,6.246158944,8.804059982,9497.759187,19974.27358,1,,0.996,,0.806325603,78.7674,79.8106,,17.05911064,6.079701734,8.892390251,4742.325019,16567.93315,,0.809722197,74.6037,74.4177,,16.04846001,6.425676279,8.702249527,14177.7474,23375.95773,0.626,0.664,18.09448419,16.96065133,18.9119171,17.92336218,7.080696583,5.891644001,13.8051,11.57677,33.397656,33.41354,60,0.478,0.256,47,27,93.687,37.148,31.95462166,56.2360611,34.05121874,54.53149033,15.78947368,45.61403509,84.21052632,54.38596491,32.756,47.527,81.936,71.142,26,0.614,0.746,6.96969697,7.787391842,0.933823551,1.552260862,13.38,14.43,5163
CUB,Cuba,High,LAC,83,0.68,0.764,74.0389,73.6829,12.21516037,14.44305992,8.794557697,12.49773438,5270.81556,7878.847482,2,0.926,0.961,0.648740669,0.744772411,76.2975,76.3585,12.58207035,15.10297966,8.508971639,12.59368627,3147.849696,5103.348554,0.700756766,0.774843635,71.9779,71.2446,11.85486031,13.81696987,9.099388787,12.40169983,7344.493952,10693.00768,,,,,,,5.218681335,4.628062248,,9.09712,,,73,0.439,0.303,63,36,77.793,48.82,50.40423685,89.50523473,58.15346233,91.93527564,22.75042445,53.41296928,77.24957555,46.58703072,37.981,40.285,68.787,68.454,30,0.622,0.721,8.529411765,5.628272251,2.797814133,1.779198659,14.05,9.19,11113
CYP,Cyprus,Very High,,29,0.716,0.896,73.5387,81.2033,9.226169586,15.64826965,8.298367536,12.44017029,25084.19268,38188.42152,2,0.914,0.972,0.679562657,0.881957454,75.3822,83.2037,9.355629921,15.69172001,7.560397356,12.41040993,14672.79073,30616.52084,0.743197154,0.907058666,71.7223,79.2092,9.109370232,15.61785984,9.073003732,12.47198009,35238.94158,45734.5501,0.761,0.819,11.02688066,8.399155342,11.20186698,8.59375,3.192301989,2.644016027,16.28618,9.5209,13.60216,13.03255,35,0.361,0.123,12,6,35.111,6.827,42.54649985,81.13751221,55.09786464,84.81717682,5.357142857,14.28571429,94.64285714,85.71428571,41.909,56.648,76.337,68.766,-22,0.569,0.708,20.53072626,20.98214286,6.067843703,5.380504059,34.48,36.58,918
CZE,Czechia,Very High,,32,0.742,0.889,71.4087,77.7283,11.83512974,16.21968079,9.10276631,12.86931038,22486.80598,38745.21386,1,0.931,0.989,0.71498069,0.883640143,75.4024,80.8885,11.41493034,16.7543602,7.967698464,12.71214962,16438.81196,30454.50542,0.7679203,0.893197721,67.5319,74.6662,12.23612022,15.71041012,10.4233011,13.03565979,28899.8062,47288.80881,0.824,0.85,5.163349917,4.378451583,5.287356322,4.386951631,3.475939751,3.112524748,1.32297,1.25563,10.69114,8.7672,34,0.29,0.12,13,3,40.665,9.709,55.70518755,99.83693695,77.33577147,99.78072357,13.87900356,22.06405694,86.12099644,77.93594306,52.376,51.668,71.131,68.064,6,,0.748,,15.86051744,15.87899477,8.215039321,,21.3,10526
DEU,Germany,Very High,,9,0.829,0.942,75.3588,80.6301,14.56072642,17.01013947,10.3637846,14.09096691,36587.31592,54534.21682,1,0.945,0.978,0.803075269,0.931498431,78.4192,83.2215,14.35472282,17.00415993,9.841051266,13.84053479,24076.28026,46149.9525,0.850169235,0.952180253,71.9109,78.0809,14.76673001,17.0161705,11.14759009,14.3494364,50080.08331,63142.69975,,0.883,,6.177129593,,6.263269639,3.719280958,3.408158779,,2.6632,14.54559,12.46003,19,0.183,0.073,10,7,20.707,7.465,50.50348575,96.07321988,58.51593394,96.46214387,25.50607287,34.7826087,74.49392713,65.2173913,45.352,56.843,71.957,66.041,4,0.661,0.804,20.26537998,14.64968153,13.31339354,7.690141865,22.63,19.4,84080
DJI,Djibouti,Low,AS,171,,0.509,55.4983,62.3049,2.601186608,7.43298,,4.1,1918.598699,5024.993944,,,,,,57.5179,65.0189,2.458295746,7.50865,,,588.9925629,2178.95886,,,53.5243,59.7276,4.115565234,7.43298,,,3266.671555,7911.350717,0.301,,33.51214193,,34.27947598,,31.85363579,25.70430756,46.974,,21.70879,27.74495175,,,,603,248,46.119,22.722,,,,,,26.15384615,,73.84615385,14.223,17.218,58.089,44.147,-7,,0.47,,7.662082515,0.465448731,0.355728745,12.02,15.86,976
DMA,Dominica,High,LAC,102,,0.72,69.852,72.814,,13.3191862,,8.142186,8659.548361,11487.62422,,,,,,72.5102,76.3013,,14.61002724,,,,,,,67.2653,69.7249,,12.156349,,,,,,,,,,,14.30051041,8.952466011,,,,,,,,,,91.477,38.49,,,,,9.375,34.375,90.625,65.625,,,,,,,,,,0.832502592,1.934403912,,,73
DNK,Denmark,Very High,,6,0.834,0.948,74.8636,81.3753,14.06153965,18.71479988,11.47511219,12.96049023,36106.21677,60364.78595,1,0.979,0.98,0.823211009,0.937319033,77.7327,83.2762,14.25617981,19.34136963,11.29056843,13.15695,27789.30015,49876.26463,0.841115312,0.956524411,72.0246,79.4848,13.87724972,18.10860062,11.52523917,12.76414967,44664.15311,70961.09155,0.858,0.898,5.887764393,5.186913722,6.024096386,5.274261603,3.631733179,3.006301165,3.07575,2.50376,10.95581,10.05068,1,0.09,0.013,10,4,9.331,1.908,96.21820062,95.06726074,96.39202006,95.23809814,32.96089385,39.66480447,67.03910615,60.33519553,61.437,57.721,75.092,66.653,0,0.692,0.803,17.0263789,15.29535865,10.42057997,4.522442415,20.26,25.86,5928
DOM,Dominican Republic,High,LAC,80,0.577,0.767,67.1102,72.6146,9.143647877,14.46655802,5.26625239,9.306864107,5941.065938,17989.60037,1,0.894,1.014,0.53725175,0.771504074,69.9012,76.2914,9.040502044,15.35246548,4.929900722,9.607207455,2961.889023,13695.31146,0.600755847,0.760780375,64.4028,69.2978,9.259179883,13.57888472,5.565250158,8.988241636,8940.569853,22248.06125,0.539,0.618,23.55868813,19.4119047,23.8700565,19.42633638,18.5573864,17.5623951,20.18834,15.04513,31.930338,25.628189,106,0.58,0.429,161,95,116.527,65.629,27.8363573,77.42735419,26.76699271,76.94311955,10,25.67567568,90,74.32432432,35.113,49.577,78.642,75.162,24,0.556,0.719,3.639514731,6.258148631,1.252682066,2.559875589,5.76,9.54,10536
DZA,Algeria,High,AS,91,0.591,0.745,67.416,76.3767,9.658769608,14.62689602,4.614607921,8.069284397,8512.436516,10800.22546,5,,0.88,,0.680221302,68.5167,77.9588,,15.34625536,3.091532639,7.735659996,1658.723242,3549.996745,,0.773257248,66.3128,74.8787,,13.96632659,6.020075074,8.438411764,15142.77636,17787.31291,,0.598,,19.07287475,,19.73154362,15.2769413,12.43080425,,33.28262,,11.5052,126,0.7,0.499,229,112,24.322,11.714,18.1849718,46.04397589,40.93550634,56.92760312,3.157894737,7.481751825,96.84210526,92.51824818,10.923,15.684,76.461,64.48,16,0.562,0.687,4.906937394,7.785234899,2.979074896,3.534590875,5.88,11.21,45400
ECU,Ecuador,High,LAC,95,0.651,0.74,69.3477,73.67,11.82929039,14.62423038,6.75150013,8.817119598,7642.568196,10311.63273,1,,0.98,,0.730715581,72.512,77.4619,,14.94892979,6.381390095,8.800060272,4730.715644,7450.795667,,0.745435732,66.3141,70.2604,,14.31173992,7.131390095,8.836270332,10538.70198,13180.21773,0.574,0.604,21.49096737,17.76487784,22.01086957,18.37837838,12.39208412,8.870192528,17.4609,13.3739,34.619918,31.050541,85,0.61,0.362,191,59,88.897,63.163,33.91038895,53.01758957,37.98414993,52.00579071,3.658536585,39.41605839,96.34146341,60.58394161,47.061,53.344,79.362,76.519,27,0.623,0.704,4.301075269,4.864864865,1.608631235,1.753199871,6.83,7.74,12823
EGY,Egypt,High,AS,97,0.572,0.731,64.1459,70.2207,9.697939873,13.78649972,5.305645579,9.573026174,5930.181584,11731.69056,5,0.809,0.882,0.498755649,0.665947414,65.972,72.6077,8.528300285,13.84451035,4.424179025,9.802207806,2441.19366,3536.065178,0.616727785,0.75526319,62.2274,67.9353,10.8137598,13.73198027,5.904031633,9.420359504,9360.336701,19740.68394,,0.519,,28.03942983,,29.00136799,15.47574806,10.67237949,40.9,36.94291,,36.503,109,0.665,0.443,125,37,80.932,44.767,31.00312718,81.57427958,41.01594762,76.60529677,1.982378855,22.86995516,98.01762115,77.13004484,22.273,15.385,71.549,67.088,25,0.555,0.692,2.972027972,5.335157319,1.339951964,2.085874268,4.4,8.22,104191
ERI,Eritrea,Low,SSA,176,,0.492,49.7688,66.5358,,8.064524628,,4.8872352,876.2774342,1728.742667,,,,,,51.8725,68.6547,,7.49902872,,,656.3996071,1387.317602,,,47.688,64.3495,,8.612197875,,,1105.429254,2079.46542,,,,,,,26.1382103,20.2650795,,,,,,,,1810,480,98.8,64.356,,,,,20.95238095,22,79.04761905,78,72.32,70.183,88.87,83.622,4,,0.483,,1.829268293,,0.203678582,0.95,3.47,3684
ESP,Spain,Very High,,27,0.757,0.905,77.0017,83.01,14.0401001,17.91690063,5.879199312,10.60540009,26586.92295,38353.60164,1,0.944,0.986,0.73004871,0.895714434,80.5573,85.7735,14.27849007,18.43042946,5.425300374,10.52787018,14752.24855,31212.63763,0.773101118,0.908603781,73.4296,80.2091,13.81282997,17.4191494,6.371397351,10.68844986,38921.02108,45784.07701,,0.788,,12.64302265,,12.9281768,3.429495811,2.883327961,,15.73379,19.74687,19.31195,14,0.188,0.057,6,4,11.679,6.281,28.59049845,78.534729,36.44519727,83.16280365,19.86754967,42.27642276,80.13245033,57.72357724,32.471,52.654,65.737,62.412,24,0.661,0.819,12.68163804,9.502762431,5.897431352,4.468313378,17.9,13.48,47615
EST,Estonia,Very High,,31,0.732,0.89,69.8312,77.1436,13.13125992,15.92895985,9.655532811,13.54843044,14002.39524,38048.26372,1,1.026,1.021,0.740086017,0.898020476,74.9411,81.2311,13.98740989,16.76152992,9.532988234,13.78102016,11097.6911,30995.40471,0.721496811,0.879365759,64.5222,72.8152,12.27510995,15.14676952,9.778077388,13.2729702,17304.87219,45866.20685,0.786,0.829,8.426208275,6.647519602,8.710801394,6.853932584,4.915424824,2.925558805,2.64778,2.02737,17.71542,14.98963,28,0.391,0.1,42,9,54.371,8.764,57.8574107,97.55341339,60.01378834,98.1432724,10.89108911,25.74257426,89.10891089,74.25742574,66.644,57.453,81.887,70.169,-34,,0.684,,23.14606742,24.05359924,7.879475476,,37.53,1332
ETH,Ethiopia,Low,SSA,175,,0.498,44.5567,64.9748,2.947940876,9.651071421,,3.201520681,762.7729166,2361.069604,4,,0.921,,0.477551765,46.7581,68.2852,2.411359431,9.824613044,,2.161845446,552.2934058,1943.575583,,0.518618804,42.47,61.91,3.47805519,9.556187685,,4.23844862,975.0434436,2774.393182,,0.363,,25.99192684,,27.10843373,33.04836655,23.12960052,,42.77036,9.05791,12.07582,129,,0.52,1280,401,173.019,69.221,2.011812433,9.137025833,6.967425157,20.10887527,,39.543058,,60.456942,66.594,72.335,89.404,84.683,6,,0.496,,0.401606426,0.062364442,0.127560389,,0.47,105164
FIN,Finland,Very High,,11,0.814,0.94,74.9893,82.0381,14.99647045,19.05192947,9.184650421,12.87362003,34652.00906,49452.16672,1,1.002,0.989,0.813716272,0.934283259,78.8817,84.7177,15.68031979,19.85631943,8.972359657,13.04683971,26970.41898,41697.50156,0.812368176,0.944567946,70.9425,79.3458,14.34199047,18.28832054,9.420880318,12.69112968,42802.05448,57393.79553,0.858,0.89,5.70116717,5.224387065,5.817782656,5.319148936,3.39279151,2.774231195,2.40087,2.41555,11.30984,10.48338,6,0.108,0.033,6,3,12.122,4.159,48.57954025,98.9862418,52.90388107,98.45397,33.5,46,66.5,54,58.981,56.46,71.941,64.029,-28,0.646,0.731,20.63882064,22.23404255,11.40229557,7.090703013,26.54,36.73,5529
FJI,Fiji,High,EAP,99,0.642,0.73,65.5076,67.114,12.40322751,14.73679,6.602397357,10.92154799,8473.928246,9980.110866,3,,0.931,,0.698350818,68.2131,68.8768,,14.97936708,6.287414706,11.00194066,4595.756921,5664.186832,,0.75013651,63.2039,65.4261,,14.49421292,6.887795114,10.84056513,12253.25454,14270.36834,0.599,,16.06146724,,16.10644258,,13.73001385,15.23796844,11.85438786,2.636659279,22.6,,77,0.526,0.318,74,34,67.831,26.843,30.26935285,90.21557827,33.69121189,87.89150171,5.769230769,21.56862745,94.23076923,78.43137255,39.5,37.701,79.608,75.257,,,,,,1.104515265,1.554361952,,,898
FRA,France,Very High,,28,0.791,0.903,76.8335,82.4988,14.08889008,15.81206989,7.552529812,11.61005974,33964.23084,45937.05273,1,0.98,0.99,0.781446041,0.897519009,80.9626,85.485,14.36730957,16.15681076,7.23348999,11.43721962,24134.47672,38403.4713,0.797055362,0.906690802,72.7219,79.425,13.8201704,15.47455025,7.906429768,11.80276966,44336.12517,53987.67697,0.798,0.825,8.906376379,8.485328055,9.007981756,8.637873754,4.029209137,3.816274166,9.43536,7.72173,13.25456,13.91798,22,0.229,0.083,13,8,12.71,9.529,44.43291092,83.53661346,52.70375824,87.89122009,9.020044543,37.83783784,90.97995546,62.16216216,46.622,51.897,65.829,59.675,21,0.686,0.803,13.27433628,11.07419712,6.935243567,4.23807293,17.74,17.1,67975
FSM,Micronesia (Federated States of),Medium,EAP,134,,0.628,67.425,70.71,,11.54947988,,7.804956,3403.066742,3696.173945,,,,,,70.7757,74.608,,,,,,,,,64.3055,67.1203,,,,,,,,,,,,,17.16838837,13.9006424,,,,26.38098943,,,,188,88,61.067,35.835,,,,,0,7.142857143,100,92.85714286,,,,,,,,,,,1.282352225,,,106
GAB,Gabon,High,SSA,112,0.61,0.706,60.3109,65.821,11.83213,12.97731,4.32,9.436,16797.8789,13366.93455,4,,0.908,,0.66695499,61.645,68.4944,,12.59342306,3.662044107,7.843676749,11029.76551,9375.895993,,0.734791954,58.9644,63.4876,,13.36119694,4.447475267,10.49761667,22698.86556,17211.89528,,0.554,,21.46330738,,21.52974504,26.38096428,19.69610405,,23.47992,,21.2138981,140,0.643,0.541,428,252,168.644,91.176,25.83165324,67.2082324,30.2585665,83.98536007,9.56937799,18.66028708,90.43062201,81.33971292,38.374,39.117,62.553,57.012,18,0.551,0.666,9.672131148,5.66572238,4.723282443,1.931138222,13.41,9.15,2233
GBR,United Kingdom,Very High,,18,0.804,0.929,75.7359,80.7422,13.6549902,17.30971909,9.635440148,13.4061203,30951.71296,45224.76564,1,0.97,0.987,0.789630516,0.921594468,78.504,82.7722,13.71504021,17.82233047,9.625041302,13.44999981,21926.26001,37374.45051,0.81429438,0.93393288,72.8411,78.7168,13.59834957,16.80278015,9.645838994,13.36056995,40500.86023,53264.9393,0.837,0.85,7.943573307,8.243507931,8.223684211,8.503767492,4.283649921,3.913083792,2.61782,2.84785,16.92925,17.96959,27,0.255,0.098,9,7,34.556,10.541,65.62396832,99.80036926,65.72424984,99.80490875,11.57834101,31.08013937,88.42165899,68.91986063,52.497,58.044,74.436,67.091,15,0.665,0.819,17.28855721,11.84068891,10.50757503,4.854886819,20.79,17.85,67081
GEO,Georgia,Very High,ECA,63,,0.802,68.389,71.694,12.79429197,15.56851959,,12.82221985,10663.57705,14664.16825,1,,1.007,,0.803449379,72.685,76.6807,12.52440077,15.93873978,,12.86532021,7941.841822,11284.6655,,0.797741455,63.8265,66.8028,13.05514857,15.2400198,,12.77040005,13753.66756,18472.48261,,0.706,,11.41161372,,11.97007481,9.310502052,6.600036144,,2.784805013,32.13,24.85,66,,0.28,32,25,61.975,31.654,,97.14543915,,98.2853775,6.926406926,19.33333333,93.07359307,80.66666667,57.203,50.995,75.848,68.03,34,,0.749,,6.608478803,2.947157871,2.498792354,,10.35,3689
GHA,Ghana,Medium,SSA,133,0.46,0.632,55.6196,63.7954,6.751592319,12.04778004,5.506158276,8.329886695,2366.337969,5744.504017,3,0.828,0.946,0.415744967,0.614164008,57.0872,66.0136,6.016559559,12.05702972,3.966090741,7.779994279,1982.02171,4723.288546,0.502247098,0.649352665,54.1628,61.6304,7.47205706,12.03862,7.221794162,8.969073236,2757.844016,6770.830667,0.384,0.458,32.72435928,27.33194806,33.1010453,27.53164557,30.04825783,22.75168419,40.9,35.10167,27.22482,24.14249,130,0.646,0.529,675,308,107.522,64.176,26.67012875,57.9802799,56.24867446,73.21096064,9,14.54545455,91,85.45454545,76.422,64.527,78.722,72.234,8,0.454,0.618,1.304347826,2.215189873,0.25660522,0.514959318,2.19,3.92,30832
GIN,Guinea,Low,SSA,182,0.269,0.465,47.0044,58.8922,2.662970066,9.805297465,1.313318515,2.202125952,1403.242987,2480.887182,5,0.672,0.85,0.21277667,0.426440797,47.5222,60.0985,1.516190052,8.610094032,0.691495268,1.292843507,1270.687919,2320.381485,0.316852704,0.501452822,46.4487,57.595,3.819740057,10.97551015,2.004203777,3.248563693,1540.393968,2645.236455,,0.299,,34.33844766,,35.69892473,40.43008804,35.05346298,42,50.12411,,17.83777,157,0.695,0.621,799,576,157.784,114.829,4.87207522,7.151153164,14.15754309,19.66277119,7.01754386,16.66666667,92.98245614,83.33333333,63.427,62.061,64.527,62.188,2,0.264,0.454,1.858736059,2.365591398,0.158037669,0.258436989,3.56,4.77,12907
GMB,Gambia,Low,SSA,174,0.343,0.5,51.3185,62.083,4.672284859,9.418626299,1.467416885,4.637487411,2225.30222,2172.207664,4,0.714,0.924,0.283415182,0.480518411,53.0593,63.5287,3.443688317,10.33742212,0.706406283,3.84120965,1471.852111,1648.847008,0.397145798,0.51992186,49.6595,60.6559,5.964454906,8.542828054,2.426767229,5.635258198,2993.945981,2701.019665,,0.348,,29.27151682,,30.4,30.43769455,23.34724045,,47.00005,26.928,17.46726,153,0.777,0.611,990,597,153.717,63.188,5.236720678,29.91536713,21.2618165,43.19478226,2.040816327,8.620689655,97.95918367,91.37931034,45.372,48.917,68.925,66.259,3,0.324,0.49,5.539358601,2,0.207054677,0.206859196,11.57,3.77,2706
GNB,Guinea-Bissau,Low,SSA,177,,0.483,47.084,59.6523,6.391058292,10.61306278,,3.583719,1692.466553,1908.24159,5,,0.867,,0.447933316,49.0041,61.7958,,9.999406158,,2.410659,1306.117041,1561.423784,,0.516530263,45.2395,57.3925,,11.2267194,,4.939155,2099.872945,2264.022579,0.278,0.306,37.07101232,36.50182103,37.24604966,36.64596273,38.39803696,29.51842308,40.315,42.08704,32.5,37.9,159,,0.627,1410,667,117.622,87.537,,9.798909187,,22.79538155,10,13.7254902,90,86.2745098,63.635,63.868,81.984,78.373,,,,,,0.176578372,0.145716389,,,1646
GNQ,Equatorial Guinea,Medium,SSA,145,,0.596,50.8598,60.5943,,9.73494,,5.910863,3565.044156,12073.95993,,,,,,52.4171,62.7256,,,,4.194548476,2586.371538,8351.083447,,,49.3176,58.7813,,,,7.627197168,4571.726307,15398.90528,,,,,,,38.06473923,30.0848732,,,,,,,,1100,301,184.778,139.706,,,,,8.75,20.34883721,91.25,79.65116279,49.498,49.926,65.623,58.483,-14,,0.52,,12.75167785,0.14859204,7.316756772,11.84,15.89,1506
GRC,Greece,Very High,,33,0.759,0.887,77.2959,80.1106,12.38533974,20.02878952,7.580366438,11.40853024,24528.83261,29002.48545,2,0.919,0.969,0.722449648,0.871930104,79.973,82.8521,12.34218979,20.05644035,6.777835907,11.09685993,14311.50473,22889.79217,0.786319847,0.900182194,74.7106,77.4923,12.41559982,20.00617981,8.382896969,11.74693966,34978.42184,35367.94782,0.772,0.791,10.96664399,10.66271436,11.16225547,10.82299887,3.55834198,3.612533092,11.26785,11.73784,18.07374,16.63777,32,0.299,0.119,5,3,21.21,8.479,34.92263846,69.86016083,43.05626681,77.78988647,6.333333333,21.66666667,93.66666667,78.33333333,35.143,43.297,65.248,58.108,22,0.654,0.792,13.83399209,10.7102593,8.158191401,5.01149663,16.97,15.17,10432
GRD,Grenada,High,LAC,68,,0.795,70.6834,74.9362,14.39464777,18.66202035,,9.032104,8146.417016,13483.5774,,,,,,73.2165,77.8979,16.18688236,19.26614739,,,,,,,68.0146,72.2123,12.80689717,18.07579333,,,,,,,,,,,9.429408073,9.633924484,,,,,,,,58,25,85.629,32.72,,,,,,32.14285714,,67.85714286,,,,,,,,,,1.103071701,2.620175431,,,125
GTM,Guatemala,Medium,LAC,135,0.484,0.627,62.4728,69.2368,6.506764516,10.56245041,3.192767468,5.681300163,5418.05672,8723.285317,4,,0.917,,0.595718044,65.5825,72.6514,,10.48863029,2.795271428,5.235280037,2880.469372,4909.099431,,0.649879506,59.6222,66.0046,,10.63549042,3.525486883,6.237989902,7961.446086,12613.84423,0.411,0.46,31.44958737,26.12651356,32.0661157,26.63476874,19.13253212,13.86461067,36.03623,34.95493,39.18,29.56,121,0.592,0.481,236,95,111.983,64.054,12.90637618,29.45459938,13.68192813,35.83335876,12.5,19.375,87.5,80.625,39.64,37.363,86.385,80.268,7,0.476,0.601,1.652892562,4.146730463,0.536733632,1.05706389,2.81,7.24,17110
GUY,Guyana,High,LAC,108,0.509,0.714,62.4149,65.6734,9.658160085,12.50272216,5.273218506,8.617477,2049.159711,22464.65734,1,0.874,0.978,0.467795076,0.704002156,65.4225,69.1042,9.537290549,12.76161284,5.051413178,8.72292,1068.082303,14734.62056,0.535207938,0.719594973,59.6826,62.4812,9.77902962,12.24144493,5.577417693,8.489497,3050.746667,30534.34518,0.536,0.591,18.13332796,17.094939,18.29268293,17.22689076,19.46949387,15.75936699,10.48157,10.42545,24.44892,25.1,114,,0.454,204,169,125.757,66.556,20.3218284,69.5281601,21.99048985,62.23261261,,35.71428571,,64.28571429,37.096,40.304,81.213,64.097,,,,,,1.518211134,2.813164292,,,744
HKG,"Hong Kong, China (SAR)",Very High,,4,0.788,0.952,77.4724,85.4734,13.05466606,17.27816963,8.675597279,12.22620964,27558.87774,62606.8454,1,0.92,0.976,0.750810038,0.941077517,80.4061,88.3257,12.73600267,17.57220078,7.76446927,11.84570026,16972.22239,51735.25652,0.816401368,0.964310833,74.6581,82.6613,13.37332945,17.03323936,9.565229485,12.70687962,37771.40368,75306.95731,,0.828,,12.42997802,,13.02521008,2.605719805,2.05559516,12.39056787,9.671619265,,25.56271964,,,,,,6.607,1.584,46.1694022,77.10043335,58.60451529,83.36814117,,,,,46.627,53.524,79.016,65.771,,,,,,4.739524066,4.16685063,,,7403
HND,Honduras,Medium,LAC,137,0.516,0.621,65.2428,70.1229,8.327740703,10.13281417,3.867753515,7.088479996,3769.440986,5297.955301,2,0.915,0.96,0.486531906,0.607425221,67.4492,72.5341,8.339389945,10.37340486,3.818559951,6.756909847,2157.756151,4271.177648,0.531663199,0.633043539,63.2017,67.8945,8.100564271,9.901273236,3.91694708,7.431379795,5348.393781,6304.346659,0.433,0.479,26.62286203,22.2190672,27.47068677,22.86634461,13.81529808,10.1333456,25.34126,21.61233,40.712028,34.911526,107,,0.431,159,65,127.428,71.972,14.27725259,35.84704971,12.82540221,44.83575058,,27.34375,,72.65625,44.452,42.33,88.465,78.94,7,0.505,0.599,2.131782946,3.542673108,0.487699743,0.975263329,3.7,6.06,9546
HRV,Croatia,Very High,,40,,0.858,72.2502,77.5804,9.487243058,15.11209965,6.569557049,12.19108434,,30132.28814,1,,0.995,,0.855338778,76.0385,81.0549,9.697655054,15.90723991,5.512467538,11.93745426,,23887.99467,,0.859239831,68.3805,74.233,9.288953965,14.35393047,7.824617797,12.48016495,,36712.79009,,0.797,,6.984191534,,7.10955711,4.125409603,3.756904602,,4.24197,,12.9537,26,0.312,0.093,11,8,27.073,8.637,33.3932926,96.9785849,54.12259949,100,7.179487179,31.12582781,92.82051282,68.87417219,45.74,45.925,67.791,58.751,23,,0.764,,10.95571096,4.810699497,4.136637154,,17.06,3872
HTI,Haiti,Low,LAC,163,0.429,0.535,52.9753,63.1924,7.156425,9.7,2.69,5.554,3527.984246,2847.500746,5,,0.898,,0.506097786,54.0847,66.1191,,9.00792,1.76,4.552,2597.056818,2408.200342,,0.563765577,51.827,60.399,,10.39208,3.77,6.768,4479.726757,3294.689716,0.242,0.327,44.0394978,38.1192817,44.1108545,38.87850467,43.57449341,26.58240509,40.681,37.33677,47.863,50.43867,163,,0.635,707,480,83.78,52.545,10.78,27.94,16.8,40.96,,2.739726027,,97.26027397,56.823,60.686,77.441,68.93,5,0.42,0.528,2.097902098,1.308411215,0.141377058,0.256039713,4.46,2.4,11743
