iso3,country,hdicode,region,hdi_rank_2021,hdi_1990,hdi_2021,le_1990,le_2021,eys_1990,eys_2021,mys_1990,mys_2021,gnipc_1990,gnipc_2021,gdi_group_2021,gdi_1990,gdi_2021,hdi_f_1990,hdi_f_2021,le_f_1990,le_f_2021,eys_f_1990,eys_f_2021,mys_f_1990,mys_f_2021,gni_pc_f_1990,gni_pc_f_2021,hdi_m_1990,hdi_m_2021,le_m_1990,le_m_2021,eys_m_1990,eys_m_2021,mys_m_1990,mys_m_2021,gni_pc_m_1990,gni_pc_m_2021,ihdi_2010,ihdi_2021,coef_ineq_2010,coef_ineq_2021,loss_2010,loss_2021,ineq_le_2010,ineq_le_2021,ineq_edu_2010,ineq_edu_2021,ineq_inc_2010,ineq_inc_2021,gii_rank_2021,gii_1990,gii_2021,mmr_1990,mmr_2021,abr_1990,abr_2021,se_f_1990,se_f_2021,se_m_1990,se_m_2021,pr_f_1990,pr_f_2021,pr_m_1990,pr_m_2021,lfpr_f_1990,lfpr_f_2021,lfpr_m_1990,lfpr_m_2021,rankdiff_hdi_phdi_2021,phdi_1990,phdi_2021,diff_hdi_phdi_1990,diff_hdi_phdi_2021,co2_prod_1990,co2_prod_2021,mf_1990,mf_2021,pop
VNM,Viet Nam,High,EAP,115,0.482,0.703,69.2127,73.6181,7.841859818,12.9519325,4.101410613,8.370280266,1579.561078,7867.371345,1,0.934,1.002,0.466593229,0.703772487,73.6967,78.2349,7.607671585,13.21517011,3.589291499,8.034310341,1319.28065,6932.367547,0.499320416,0.70208471,64.7622,69.117,8.343912988,12.70955587,4.695166465,8.727129936,1852.525226,8825.599737,0.546,0.602,17.62099027,14.32867907,17.64705882,14.36699858,14.2913208,13.1303072,16.57815,15.25479,21.9935,14.60094,71,0.41,0.296,116,43,43.715,34.6,10.87905164,61.2890892,17.64540357,69.64498901,26.22222222,30.26052104,73.77777778,69.73947896,74.311,69.637,79.332,79.437,17,0.476,0.662,1.244813278,5.832147937,0.313266017,2.612563309,2.05,8.52,98506
VUT,Vanuatu,Medium,EAP,140,,0.607,66.6747,70.449,,11.53531503,,7.064846,2796.691933,3085.411633,,,,,,70.0969,72.9446,,11.37982422,,,2065.763651,2353.697069,,,64.063,68.3967,,11.6999255,,,3490.956674,3808.57617,0.486,,17.79296395,,17.76649746,,16.20327187,14.0302496,17.49305,,19.68256999,19.68256999,,,,224,72,82.776,64.063,,,,,,0,,100,60.767,59.721,78.188,78.006,,,,,,0.449960088,0.591056341,,,301
WSM,Samoa,High,EAP,111,,0.707,67.6584,72.7675,11.9216,12.41885948,10.12533396,11.4038,,5307.953374,2,,0.957,,0.685493303,71.0493,75.5034,12.5228,12.97950554,10.22523632,11.7741,,3222.69805,,0.716499047,64.8938,70.3119,11.3919,11.90373993,10.03343796,11.02812,,7312.135531,,0.613,,13.10658815,,13.29561528,11.72447968,10.41972446,,7.02996,,21.87008,99,,0.418,144,43,47.926,43.589,,79.1274861,,71.58292158,4.081632653,7.843137255,95.91836735,92.15686275,32.575,30.7,56.36,54.237,,,,,,0.540137467,1.238975072,,,200
YEM,Yemen,Low,AS,183,0.383,0.455,58.6994,63.7534,6.45082695,9.09871006,0.29,3.2,2730.788444,1314.270189,5,0.534,0.496,0.252178071,0.262569632,60.57,67.1339,2.945052775,7.651040077,0.1,2.88,840.6625588,176.0594482,0.472049201,0.529016004,56.8114,60.6287,10.21951865,10.49584007,0.5,5.146,4610.937497,2428.224415,0.344,0.307,31.40290443,31.54348443,32.54901961,32.52747253,25.5431633,26.68957329,48.09012,46.13765,20.57543,21.80323,170,,0.82,430,164,152.051,54.404,0.42,22.44,2.05,37.52,,0.294117647,,99.70588235,17.13,5.995,77.11,67.637,1,0.375,0.448,2.088772846,1.538461538,0.812997924,0.327509951,3.12,2.89,33697
ZAF,South Africa,High,SSA,109,0.632,0.713,63.3753,62.341,11.4115696,13.64371014,6.514614789,11.37316036,10900.72606,12948.37325,3,0.958,0.944,0.614130998,0.685864456,66.7118,64.9992,11.6263504,13.9843998,6.378619178,9.657389641,6730.352253,9934.611438,0.64104747,0.726844169,59.9299,59.4575,11.19972992,13.30751038,6.601119573,12.15235043,15292.76279,16129.33493,,0.471,,31.05112691,,33.94109397,25.21931267,18.86325073,,17.29413,57.268,56.996,97,0.511,0.405,172,119,95.872,61.206,36.46976374,68.89771271,38.56732172,87.66622162,23.67346939,45.98214286,76.32653061,54.01785714,44.166,46.212,73.898,59.883,6,0.56,0.648,11.39240506,9.116409537,8.504575304,7.620419537,11.17,7.55,60605
ZMB,Zambia,Medium,SSA,154,0.412,0.565,47.9263,61.2234,7.529059887,10.92876021,4.481160164,7.187091494,2015.484747,3217.767739,2,0.824,0.965,0.369761395,0.554427499,49.2934,63.9276,6.797789038,10.91116947,3.228640079,7.179212102,1546.870369,2614.505084,0.448528029,0.574296636,46.4545,58.4872,8.031778793,10.95687445,5.779069901,7.225677844,2516.789734,3837.046888,0.354,0.39,32.506464,30.10964459,33.08128544,30.97345133,31.13208199,25.05299377,23.76,20.43572,42.62731,44.84022,138,0.666,0.54,633,213,150.216,117.017,13.08102036,47.10420099,30.70524979,56.81189742,9.677419355,15.06024096,90.32258065,84.93975904,73.507,69.23,86.018,77.847,7,0.405,0.557,1.699029126,1.415929204,0.299508078,0.3575346,3.18,2.38,18401
ZWE,Zimbabwe,Medium,SSA,146,0.509,0.593,59.4264,59.2531,9.767649651,12.11096904,5.021989402,8.710908501,2660.896738,3809.887158,2,0.903,0.961,0.48388084,0.580303186,62.5395,62.0449,9.515287941,11.96458018,4.203840757,8.296557948,2029.87213,3285.933585,0.535758762,0.604054039,56.3894,56.2321,10.32985781,12.27069982,5.93942298,9.19064792,3341.433911,4396.77768,0.365,0.458,28.33762604,22.47084979,28.7109375,22.76559865,32.70787811,24.03850937,17.825,14.60503,34.48,28.76901,134,0.605,0.532,440,458,102.251,94.312,13.09220707,61.76821107,28.61264302,72.4445032,14.66666667,34.57142857,85.33333333,65.42857143,76.636,79.308,90.309,88.933,10,0.493,0.587,3.143418468,1.011804384,1.490699043,0.708561788,4.37,1.21,15179
ZZA.VHHD,Very high human development,,,,0.784,0.896,73.77665194,78.52130091,13.01480249,16.50648507,9.672301607,12.32300587,27884.27738,43751.59646,,0.963,0.986,0.767649073,0.888622355,77.40454534,81.60823126,13.14962512,16.88516934,9.316627094,12.24030638,18979.56292,33849.41311,0.797359996,0.901088004,70.12721034,75.55697602,13.11970627,16.14725521,10.07968899,12.41000083,37162.69156,53887.16075,0.771,0.805,10.96820668,9.929675818,11.17511521,10.15625,5.763386214,4.675608723,7.396839283,6.314298214,19.74439454,18.79912052,,0.341,0.155,30.93141241,14.97853185,37.22863641,14.09208185,61.59218208,86.97344955,64.94026468,89.41055967,13.57891202,29.13450292,86.42108798,70.86549708,50.38827392,52.56831041,73.85673508,68.412961,,0.643,0.747,17.98469388,16.62946429,11.51714104,9.017077984,20.55913464,21.67719906,
ZZB.HHD,High human development,,,,0.557,0.754,67.31570143,74.70909353,9.522095669,14.21928738,4.587655191,8.327011056,4336.040378,15167.24771,,0.876,0.973,0.508598771,0.742402204,69.95488993,77.69340182,8.340531997,14.58797989,3.983643464,8.130881801,2639.314257,11187.22359,0.580397305,0.762760507,64.80756421,71.91317472,9.403781314,13.84751043,5.191480741,8.507728884,6004.640662,19089.43915,0.573,0.627,17.97922895,16.47441051,18.14285714,16.84350133,11.96376006,8.012336932,14.78209328,13.86198367,27.19183351,27.54891094,,,0.329,127.6952646,62.10730446,49.1541783,28.04192388,29.35111911,72.67504104,40.98145877,78.02377915,,25.75284772,,74.24715228,60.54044661,53.63918217,82.27574059,73.47596252,,0.531,0.667,4.667863555,11.53846154,2.493118595,5.382824817,6.025236449,16.48926298,
ZZC.MHD,Medium human development,,,,0.453,0.636,58.75775408,67.4383177,7.880618646,11.94485511,3.211083689,6.872256777,2386.839844,6353.491965,,0.761,0.88,0.382721102,0.58624224,59.84441045,69.38688718,6.598472132,11.99291629,2.307974126,6.459155064,1196.857031,2912.272279,0.502780659,0.666038217,57.79001465,65.64841036,8.911989443,11.90564586,4.006901184,7.407129813,3522.212728,9668.208376,0.416,0.481,28.050441,23.95152391,28.52233677,24.37106918,24.70170612,17.27439831,38.25998343,33.61186022,21.18963344,20.96831319,,0.693,0.494,561.6928916,175.3470942,118.4167528,38.12841017,15.05976335,43.95910711,28.09321168,54.18083056,6.825228581,21.78904711,93.17477142,78.21095289,36.17015002,28.80900951,83.49911821,71.30478678,,0.444,0.613,1.986754967,3.616352201,0.72664481,1.543788105,3.152199422,5.261446153,
ZZD.LHD,Low human development,,,,0.356,0.518,50.35140865,61.31099104,4.812953295,9.459356687,2.293812256,4.860213745,2109.179187,3009.120913,,,0.864,,0.476586452,52.03868516,63.42557798,3.844905829,9.030995846,,4.056867576,1165.29861,1906.654629,,0.551873479,48.80696195,59.30100455,5.699501457,9.920015946,,5.704287575,3043.937957,4107.402834,0.319,0.359,32.72990024,30.2961697,33.12368973,30.69498069,35.88673583,28.91810329,39.92353442,38.87811736,22.37943046,23.09228844,,,0.577,931.5082197,499.4570447,133.3567162,89.51971356,4.791919335,22.79077998,15.76050227,34.12232595,,24.34782609,,75.65217391,50.48946549,49.26579234,78.90701334,73.20895635,,0.351,0.509,1.404494382,1.737451737,0.305190293,0.43088819,2.551301687,3.14586907,
ZZE.AS,Arab States,,,,0.555,0.708,62.97332448,70.89504009,8.747189486,12.35353543,3.913747219,8.028549789,9707.256618,13500.55615,,0.763,0.871,0.458772895,0.645355911,65.28658116,73.07890464,7.326315039,12.23645915,2.858350724,7.576192508,2579.354423,4745.350103,0.600921921,0.740661899,60.87133578,68.90660556,9.388792,12.47827879,4.823152859,8.57236449,16515.5346,21666.66358,0.494,0.534,26.26986351,24.18860098,26.92307692,24.57627119,17.41106155,14.11435723,40.02040362,33.13022385,21.37812535,25.32122186,,0.698,0.536,305.4315179,150.2808287,69.78250927,45.25376613,18.76590569,53.81279842,31.03275122,60.44328083,3.607420495,18.33366474,96.3925795,81.66633526,19.18527842,19.32871244,75.1633586,69.46601765,,0.524,0.646,5.585585586,8.757062147,3.004854069,4.294278161,7.227762812,12.1748627,
ZZF.EAP,East Asia and the Pacific,,,,0.507,0.749,67.16175806,75.57965006,8.779989239,13.81681848,4.143595899,7.839329253,2232.824865,15580.43686,,0.877,0.978,0.465860515,0.740122458,69.60983906,78.47916819,7.816086262,14.18633532,3.462432042,7.587781434,1607.36402,12357.40476,0.531052777,0.756497991,64.81411316,72.8639324,8.84812846,13.44298478,4.835821437,8.092732272,2841.17988,18711.34473,0.569,0.63,16.60255266,15.53736036,16.8128655,15.88785047,12.14738793,7.880201178,13.77976236,13.36198691,23.8805077,25.36989299,,,0.337,151.6275788,81.93302878,38.75411117,21.58068237,25.83179982,71.43200548,39.43401581,78.21712342,,20.9302702,,79.0697298,69.08415494,59.70419824,83.99688328,75.20912609,,0.489,0.657,3.550295858,12.28304406,1.838168171,5.772865985,4.953227741,17.39355951,
ZZG.ECA,Europe and Central Asia,,,,0.664,0.796,67.78196186,72.85652591,10.95848854,15.44654599,7.39904034,10.55392208,11856.97152,19351.83702,,0.941,0.961,0.638010586,0.778131328,71.72016573,76.42799501,10.19945361,15.31186187,6.915886421,10.35160783,8297.802568,13162.18091,0.678229129,0.809559233,63.84380094,69.39480793,10.99627355,15.58455539,8.035555257,10.77527856,15645.41499,25834.47476,0.645,0.714,13.51527878,10.27755918,13.53887399,10.30150754,11.31485182,7.317008892,11.41110233,6.966866368,17.8198822,16.54880229,,0.474,0.227,55.72018045,20.27576562,53.12509114,20.13162299,53.12600949,83.35239467,61.40085321,89.7488391,5.222672065,26.07003891,94.77732794,73.92996109,48.84701454,42.92637716,71.8057798,67.03875232,,,0.713,,10.42713568,7.881364212,5.233624889,,14.0967193,
ZZH.LAC,Latin America and the Caribbean,,,,0.633,0.754,67.77056781,72.09988984,11.1470101,14.76795558,5.493580153,8.997700378,10312.28063,14520.66124,,,0.986,,0.746796108,70.95109797,75.64667055,,15.1648549,5.288743078,9.026251168,5775.632995,10667.4068,,0.757133009,64.75749305,68.76108396,,14.37055727,5.696175731,8.965192324,14909.98146,18485.72055,0.563,0.601,22.50594942,19.60879911,23.19236016,20.29177719,12.61369356,10.0932227,19.04023275,14.8026013,35.86392196,33.93057334,,0.535,0.381,139.1120327,75.03083761,88.24421451,53.38933304,29.51634402,63.16086322,31.77329337,63.1713811,12.96037296,33.20063694,87.03962704,66.79936306,41.46204026,48.63018103,80.47271081,72.65657079,,0.595,0.695,6.003159558,7.824933687,2.269181371,2.324879119,9.432201844,13.28474461,
ZZI.SA,South Asia,,,,0.442,0.632,58.83049363,67.85553035,7.542507598,11.56220838,2.978061158,6.710321247,2225.209424,6481.393135,,0.691,0.852,0.347470581,0.568256959,59.6821683,69.76041921,6.17666528,11.51201025,1.962836254,6.279471531,775.6541237,2351.804366,0.50317838,0.666615817,58.10764732,66.12650322,8.938753163,11.60674045,3.865609853,7.251328447,3585.414317,10425.54908,0.41,0.476,28.10119148,24.25159374,28.81944444,24.6835443,25.52845634,17.63737446,40.83852295,36.24221541,17.93659516,18.87519134,,0.721,0.508,568.2438154,153.2683128,122.8065095,28.93707549,13.06121573,42.18837763,27.34580285,52.81724071,5.845248108,17.57785467,94.15475189,82.42214533,28.48445859,21.59412837,84.46047143,71.58559894,,0.433,0.609,2.036199095,3.639240506,0.734192316,1.843217249,3.084831044,5.102134288,
ZZJ.SSA,Sub-Saharan Africa,,,,0.407,0.547,49.8687035,60.11246665,5.916604566,10.26733831,3.711534923,6.001639422,2878.044092,3698.868914,,,0.907,,0.519215716,51.85948955,62.12406224,5.366264784,10.01281419,,5.103809981,2108.861952,2969.613374,,0.5721391,47.94251603,58.15827429,6.440478692,10.5721726,,6.876032192,3658.039337,4429.390375,0.333,0.383,33.77543567,29.90342398,33.7972167,29.98171846,35.49415072,28.30930576,35.70837797,34.26679012,30.12377833,27.13417605,,,0.569,967.1346668,535.6588135,140.5030804,100.8778766,12.33583059,31.14724917,23.0254992,44.26957348,,25.71575167,,74.28424833,64.98455148,62.14442812,77.63523313,72.25366195,,0.398,0.536,2.211302211,2.010968921,0.937493308,0.719480459,3.521031347,3.140739875,
ZZK.WORLD,World,,,,0.601,0.732,65.14479761,71.36546488,9.233550326,12.7809066,5.8865102,8.617460722,9628.787491,16752.08292,,0.898,0.958,0.561723525,0.715015275,67.65742256,73.97884223,8.195992036,12.85188403,5.349570895,8.358083315,6407.828254,12241.22418,0.625215452,0.746639332,62.74741209,68.91289921,9.524746209,12.71470452,6.428072723,8.913210522,12821.86148,21210.27768,0.549,0.59,21.27418403,19.35885355,21.2338594,19.3989071,17.30168061,13.18283719,23.49148382,21.69341659,23.02938766,23.20030687,,0.581,0.465,378.6855588,225.4065029,73.83378045,42.52906594,36.0461252,64.15425842,44.37896561,70.31651579,11.54165725,25.91337244,88.45834275,74.08662756,51.31739709,46.20044669,79.85673203,71.69173974,,0.56,0.667,6.821963394,8.879781421,4.156845498,4.274185198,8.26730783,12.27192038,
